record_id,Reference,,,,,,,
Neven_2016,"Neven, D., Paulozzi, L., Howell, D., McPherson, S., Murphy, S. M., Grohs, B., Marsh, L., Lederhos, C., & Roll, J. (2016). A Randomized Controlled Trial of a Citywide Emergency Department Care Coordination Program to Reduce Prescription Opioid Related Emergency Department Visits. The Journal of Emergency Medicine, 51(5), 498–507. https://doi.org/10.1016/j.jemermed.2016.06.057
",,,,,,,
Nguyen_2018,"Nguyen, H., & Parker, B. R. (2018). Assessing the effectiveness of New York’s 911 Good Samaritan Law-Evidence from a natural experiment. Int J Drug Policy, 58, 149–156. https://doi.org/10.1016/j.drugpo.2018.05.013",,,,,,,
Nicosia_2017,"Nicosia, N., MacDonald, J. M., & Pacula, R. L. (2017). Does Mandatory Diversion to Drug Treatment Eliminate Racial Disparities in the Incarceration of Drug Offenders? An Examination of California’s Proposition 36. Journal of Quantitative Criminology, 33(1), 179–205. https://doi.org/10.1007/s10940-016-9293-x",,,,,,,
Niv_2009,"Niv, N., Hamilton, A., & Hser, Y. I. (2009). Impact of court-mandated substance abuse treatment on clinical decision making. J Behav Health Serv Res, 36(4), 505–516. https://doi.org/10.1007/s11414-008-9129-z",,,,,,,
Nordt_2009,"Nordt, C., & Stohler, R. (2009). Low-threshold methadone treatment, heroin price, police activity and incidence of heroin use: The Zurich experience. International Journal of Drug Policy, 20(6), 497–501.",,,,,,,
Nordt_2010,"Nordt, C., & Stohler, R. (2010). Combined effects of law enforcement and substitution treatment on heroin mortality. Drug & Alcohol Review, 29(5), 540–545.",,,,,,,
Northrup_2019,"Northrup, T. F., Carroll, K., Suchting, R., Villarreal, Y. R., Zare, M., & Stotts, A. L. (2019). The Impact of Increased Hydrocodone Regulation on Opioid Prescribing in an Urban Safety-Net Health Care System. J Am Board Fam Med, 32(3), 362–374. https://doi.org/10.3122/jabfm.2019.03.180356",,,,,,,
Novak_2012,"Novak, A. (2012). Legislative note: The abolition of the death penalty for drug offenses in The Gambia. Commonwealth Law Bulletin, 38(1), 63–67.",,,,,,,
Obadia_2001,"Obadia, Y., e, Perrin, V., Feroni, I., Vlahov, D., & Moatti, J.-P. (2001). Injecting misuse of buprenorphine among French drug users. Addiction, 96(2), 267–272.",,,,,,,
Obrien_2013,"O’Brien, J. (2012). A Review and Evaluation of Indiana’s INSPECT System and Governing Legislation: Maximizing Potential Impact on Public Health Note. Ind. Health L. Rev., 10, 701–740.",,,,,,,
OConner_2011,"O’Connor, A. B. (2011). Nurse practitioners’ inability to prescribe buprenorphine: Limitations of the Drug Addiction Treatment Act of 2000. Journal of the American Academy of Nurse Practitioners, 23(10), 542–545.",,,,,,,
OConnor_2019,"O’Connor, C. (2019). A GUIDING HAND OR A SLAP ON THE WRIST: CAN DRUG COURTS BE THE SOLUTION TO MATERNAL OPIOID USE? JOURNAL OF CRIMINAL LAW & CRIMINOLOGY, 109(1), 103–136.",,,,,,,
Oehler_2016,"Oehler, E. C., Day, R. L., Robinson, D. B., & Brown, L. H. (2016). Has the rescheduling of hydrocodone changed ED prescribing practices? American Journal of Emergency Medicine, 34(12), 2388–2391.",,,,,,,
Olfson_2018,"Olfson, M., Wall, M., Barry, C. L., Mauro, C., & Mojtabai, R. (2018). Impact Of Medicaid Expansion On Coverage And Treatment Of Low-Income Adults With Substance Use Disorders. Health Aff (Millwood), 37(8), 1208–1215. https://doi.org/10.1377/hlthaff.2018.0124",,,,,,,
Olsen_2006,"Olsen, H. (2006). A happy compromise? Public injection rooms in Norway—Admission criteria and client responses. Drug Users and Spaces for Legitimate Action. NAD Publication, 49, 183–204.",,,,,,,
Olson_2019,"Olson, J., Chen, P.-H. A., White, M., Brennan, N., & Gong, N. (2020). State Drug Policy Effectiveness: Comparative Policy Analysis of Drug Overdose Mortality. ArXiv:1909.01936 [Cs, Econ, Stat]. http://arxiv.org/abs/1909.01936",,,,,,,
Osborn_2017,"Osborn, S. R., Yu, J., Williams, B., Vasilyadis, M., & Blackmore, C. C. (2017). Changes in Provider Prescribing Patterns After Implementation of an Emergency Department Prescription Opioid Policy. Journal of Emergency Medicine, 52(4), 538–546.",,,,,,,
Ozluk_2017,"Ozluk, P. (2017). The effects of medical marijuana laws on utilization of prescribed opioids and other prescription drugs (SSRN Scholarly Paper ID 3056791). Social Science Research Network. https://papers.ssrn.com/abstract=3056791",,,,,,,
Page_2018,"Page, J., Traver, R., Patel, S., & Saliba, C. (2018). Implementation of a Proactive Pilot Health Plan-Driven Opioid Tapering Program to Decrease Chronic Opioid Use for Conditions of the Back and Spine in a Medicaid Population. J Manag Care Spec Pharm, 24(3), 191–196. https://doi.org/10.18553/jmcp.2018.24.3.191",,,,,,,
Palmateer_2014,"Palmateer, N. E., Taylor, A., Goldberg, D. J., Munro, A., Aitken, C., Shepherd, S. J., McAllister, G., Gunson, R., & Hutchinson, S. J. (2014). Rapid decline in HCV incidence among people who inject drugs associated with national scale-up in coverage of a combination of harm reduction interventions. PLoS ONE [Electronic Resource], 9(8), e104515.",,,,,,,
Paone_2015,"Paone, D., Tuazon, E., Kattan, J., Nolan, M. L., O’Brien, D. B., Dowell, D., Farley, T. A., & Kunins, H. V. (2015). Decrease in rate of opioid analgesic overdose deaths—Staten Island, New York City, 2011-2013. MMWR. Morbidity and Mortality Weekly Report, 64(18), 491–494.",,,,,,,
Pardo_2017,"Pardo, B. (2017). Do more robust prescription drug monitoring programs reduce prescription opioid overdose? Addiction, 112(10), 1773–1783.",,,,,,,
Park_2019,"Park, C. (2019). Impact of prescription opioid access restrictions on alcohol-induced mortality in kentucky. MPA/MPP Capstone Projects. https://uknowledge.uky.edu/mpampp_etds/325",,,,,,,
Parsons_2014,"Parsons, J., Wei, Q., Rinaldi, J., Henrichson, C., Sandwick, T., Wendel, T., Druker, E., Ostermann, M., DeWitt, S., & Clear, T. (2015). A Natural Experiment in Reform: Analyzing Drug Policy Change In New York City. https://www.ncjrs.gov/pdffiles1/nij/grants/248524.pdf",,,,,,,
Patrick_2016,"Patrick, S. W., Fry, C. E., Jones, T. F., & Buntin, M. B. (2016). Implementation Of Prescription Drug Monitoring Programs Associated With Reductions In Opioid-Related Death Rates. Health Affairs, 35(7), 1324–1332.",,,,,,,
Paulozzi_2011,"Paulozzi, L. J., Kilbourne, E. M., & Desai, H. A. (2011). Prescription Drug Monitoring Programs and Death Rates from Drug Overdose. Pain Medicine, 12(5), 747–754.",,,,,,,
Pauly_2018,"Pauly, N. J., Slavova, S., Delcher, C., Freeman, P. R., & Talbert, J. (2018). Features of prescription drug monitoring programs associated with reduced rates of prescription opioid-related poisonings. Drug & Alcohol Dependence, 184, 26–32.",,,,,,,
Peacock_2015,"Peacock, A., Degenhardt, L., Hordern, A., Larance, B., Cama, E., White, N., Kihas, I., & Bruno, R. (2015). Methods and predictors of tampering with a tamper-resistant controlled-release oxycodone formulation. Int J Drug Policy, 26(12), 1265–1272. https://doi.org/10.1016/j.drugpo.2015.05.023",,,,,,,
Peakcock_2015,"Peacock, A., Degenhardt, L., Larance, B., Cama, E., Lintzeris, N., Ali, R., & Bruno, R. (2015). A typology of people who tamper with pharmaceutical opioids: Responses to introduction of a tamper-resistant formulation of controlled-release oxycodone. Pharmacoepidemiol Drug Saf, 24(12), 1321–1333. https://doi.org/10.1002/pds.3883",,,,,,,
Pearson_2015,"Pearson, C. F., Burton, C., Harhaj, C., & Graziano, J. A. (2015). Opioid Abuse and the Development of Abuse-Deterrent Drugs: Trends and Coverage in the Medicare Part D Program. Avalere.",,,,,,,
Pedersen_2011,"Pedersen, M. U., Hesse, M., & Bloomfield, K. (2011). Abstinence-orientated residential rehabilitation of opioid users in Denmark: Do changes in national treatment policies affect treatment outcome? Scandinavian Journal of Public Health, 39(6), 582–589.",,,,,,,
Penm_2017,"Penm, J., MacKinnon, N. J., Boone, J. M., Ciaccia, A., McNamee, C., & Winstanley, E. L. (2017). Strategies and policies to address the opioid epidemic: A case study of Ohio. Journal of the American Pharmacists Association: JAPhA, 57(2), S148–S153.",,,,,,,
Perez-Munoz_2017,"Pérez-Muñoz, C. (2017). What is Wrong with Testing Welfare Recipients for Drug Use? Political Studies, 65(4), 912–929. https://doi.org/10.1177/0032321717692166",,,,,,,
Perngmark_2007,"Perngmark, P., Vanichseni, S., & Celentano, D. D. (2006). The Thai “War-on-Drugs” Policy: Impact on Southern Thai Drug Injectors. Thai Journal of Nursing Research, 10(4), 242–251.",,,,,,,
Perry_2009,"Perry, A., E, a, Darwin, Z., Godfrey, C., McDougall, C., Lunn, J., Glanville, J., & Coulton, S. (2009). The effectiveness of interventions for drug-using offenders in the courts, secure establishments and the community: A systematic review. Substance Use & Misuse, 44(3), 374–400.",,,,,,,
Peterson_2019,"Peterson, M., Rich, J., Macmadu, A., Truong, A. Q., Green, T. C., Beletsky, L., Pognon, K., & Brinkley-Rubinstein, L. (2019). “One guy goes to jail, two people are ready to take his spot”: Perspectives on drug-induced homicide laws among incarcerated individuals. International Journal of Drug Policy, 70, 47–53. https://doi.org/10.1016/j.drugpo.2019.05.001",,,,,,,
Phillips_2017,"Phillips, E., & Gazmararian, J. (2017). Implications of prescription drug monitoring and medical cannabis legislation on opioid overdose mortality. Journal of Opioid Management, 13(4), 229–239.",,,,,,,
Pinkerton_2010,"Pinkerton, S. D. (2010). Is Vancouver Canada’s supervised injection facility cost-saving? Addiction, 105(8), 1429–1436. https://doi.org/10.1111/j.1360-0443.2010.02977.x",,,,,,,
Pitt_2018,"Pitt, A. L., Humphreys, K., & Brandeau, M. L. (2018). Modeling Health Benefits and Harms of Public Policy Responses to the US Opioid Epidemic. American Journal of Public Health, 108(10), 1394-1400. https://doi.org/10.2105/AJPH.2018.304590",,,,,,,
Pohl_2018,"Pohl, R. V. (2018). Time trends matter: The case of medical cannabis laws and opioid overdose mortality (No. 87237; MPRA Paper). University Library of Munich, Germany. https://ideas.repec.org/p/pra/mprapa/87237.html",,,,,,,
Pombo_2016,"Pombo, S., & da Costa, N. F. (2016). Heroin addiction patterns of treatment-seeking patients, 1992-2013: Comparison between pre-and post-drug policy reform in Portugal. Heroin Addiction and Related Clinical Problems, 18(6), 51–60.",,,,,,,
Ponnapalli_2018,"Ponnapalli, A., Grando, A., Murcko, A., & Wertheim, P. (2018). Systematic Literature Review of Prescription Drug Monitoring Programs. AMIA Annu Symp Proc, 2018, 1478–1487.",,,,,,,
Popovici_2018,"Popovici, I., Maclean, J. C., Hijazi, B., & Radakrishnan, S. (2018). The effect of state laws designed to prevent nonmedical prescription opioid use on overdose deaths and treatment. Health Economics, 27(2), 294–305.",,,,,,,
Popovici_2018_2,"Popovici, I., Maclean, J. C., & French, M. T. (2017). Health insurance and traffic fatalities: The effects of substance use disorder parity laws (No. w23388). National Bureau of Economic Research. https://doi.org/10.3386/w23388",,,,,,,
Potier_2014,"Potier, C., Laprevote, V., Dubois-Arber, F., Cottencin, O., & Rolland, B. (2014). Supervised injection services: What has been demonstrated? A systematic literature review. Drug Alcohol Depend, 145, 48–68. https://doi.org/10.1016/j.drugalcdep.2014.10.012",,,,,,,
Powell_2011,"Powell, C., Christie, M., Bankart, J., Bamber, D., & Unell, I. (2011). Drug treatment outcomes in the criminal justice system: What non-self-report measures of outcome can tell us. Addiction Research & Theory, 19(2), 148–160. https://doi.org/10.3109/16066359.2010.530709",,,,,,,
Powell_2016,"Powell, David, Pacula, R. L., & Taylor, E. A. (2020). How Increasing Medical Access to Opioids Contributes to the Opioid Epidemic: Evidence from Medicare Part D. Journal of Health Economics, 71, 52.",,,,,,,
Powell_2018,"Powell, D., Pacula, R. L., & Jacobson, M. (2018). Do medical marijuana laws reduce addictions and deaths related to pain killers? Journal of Health Economics, 58, 29–42.",,,,,,,
Pradel_2009,"Pradel, V., Frauger, E., Thirion, X., Ronfle, E., Lapierre, V., Masut, A., Coudert, C., Blin, O., & Micallef, J. (2009). Impact of a prescription monitoring program on doctor-shopping for high dosage buprenorphine. Pharmacoepidemiology and Drug Safety, 18(1), 36–43.",,,,,,,
Rafful_2018,"Rafful, C., Orozco, R., Rangel, G., Davidson, P., Werb, D., Beletsky, L., & Strathdee, S. A. (2018). Increased non-fatal overdose risk associated with involuntary drug treatment in a longitudinal study with people who inject drugs. Addiction, 113(6), 1056–1063. https://doi.org/10.1111/add.14159",,,,,,,
Raji_2017,"Raji, M. A., Kuo, Y. F., Chen, N. W., Hasan, H., Wilkes, D. M., & Goodwin, J. S. (2017). Impact of Laws Regulating Pain Clinics on Opioid Prescribing and Opioid-Related Toxicity among Texas Medicare Part D Beneficiaries. Journal of Pharmacy Technology, 33(2), 60–65.",,,,,,,
Raji_2018,"Raji, M. A., Kuo, Y. F., Adhikari, D., Baillargeon, J., & Goodwin, J. S. (2017). Decline in opioid prescribing after federal rescheduling of hydrocodone products. Pharmacoepidemiology & Drug Safety, 21, 21.",,,,,,,
Ranapurwala_2019,"Ranapurwala, S. I., Carnahan, R. M., Brown, G., Hinman, J., & Casteel, C. (2018). Impact of Iowa’s Prescription Monitoring Program on Opioid Pain Reliever Prescribing Patterns: An Interrupted Time Series Study 2003–2014. Pain Medicine, 20(2), 290–300. https://doi.org/10.1093/pm/pny029",,,,,,,
Rasubala_2015,"Rasubala, L., Pernapati, L., Velasquez, X., Burk, J., & Ren, Y. F. (2015). Impact of a Mandatory Prescription Drug Monitoring Program on Prescription of Opioid Analgesics by Dentists. PLoS ONE [Electronic Resource], 10(8), e0135957.",,,,,,,
Rees_2019,"Rees, D., Sabia, J., Argys, L., Latshaw, J., & Dave, D. (2017). With a little help from my friends: The effects of naloxone access and good samaritan laws on opioid-related deaths (No. w23171; p. w23171). National Bureau of Economic Research. https://doi.org/10.3386/w23171",,,,,,,
Reifler_2012,"Reifler, L. M., Droz, D., Bailey, J. E., Schnoll, S. H., Fant, R., Dart, R. C., & Bucher Bartelson, B. (2012). Do prescription monitoring programs impact state trends in opioid abuse/misuse? Pain Medicine, 13(3), 434–442.",,,,,,,
Reisman_2009,"Reisman, R. M., Shenoy, P. J., Atherly, A. J., & Flowers, C. R. (2009). Prescription opioid usage and abuse relationships: An evaluation of state prescription drug monitoring program efficacy. Subst Abuse, 3, 41–51. https://doi.org/10.4137/sart.s2345",,,,,,,
Reitan_2016,"Reitan, T. (2016). Commitment without confinement. Outpatient compulsory care for substance abuse, and severe mental disorder in Sweden. Int J Law Psychiatry, 45, 60–69. https://doi.org/10.1016/j.ijlp.2016.02.011",,,,,,,
Rengifo_2010,"Rengifo, A. F., & Stemen, D. (2013). The Impact of Drug Treatment on Recidivism: Do Mandatory Programs Make a Difference? Evidence From Kansas’s Senate Bill 123. Crime & Delinquency, 59(6), 930–950. https://doi.org/10.1177/0011128709348447",,,,,,,
Reset_2018,"Reset, A., Skurtveit, S., Furu, K., & Skovlund, E. (2018). Effect of the market withdrawal of dextropropoxyphene on use of other prescribed analgesics. Scand J Pain, 18(4), 667–674. https://doi.org/10.1515/sjpain-2018-0103",,,,,,,
Resiak_2016,"Resiak, D., Mpofu, E., & Athanasou, J. (2016). Drug Treatment Policy in the Criminal Justice System: A Scoping Literature Review. American Journal of Criminal Justice?: AJCJ, 41(1), 3–13.",,,,,,,
Rhodes_2015,"Rhodes, T., Guise, A., Ndimbii, J., Strathdee, S., Ngugi, E., Platt, L., Kurth, A., Clel, C., & Vickerman, P. (2015). Is the promise of methadone Kenya’s solution to managing HIV and addiction? A mixed-method mathematical modelling and qualitative study. BMJ Open, 5(3), e007198.",,,,,,,
Rich_2015,"Rich, J. D., McKenzie, M., Larney, S., Wong, J. B., Tran, L., Clarke, J., Noska, A., Reddy, M., & Zaller, N. (2015). Methadone continuation versus forced withdrawal on incarceration in a combined US prison and jail: A randomised, open-label trial. The Lancet, 386(9991), 350–359. https://doi.org/10.1016/S0140-6736(14)62338-2",,,,,,,
Riggs_2017,"Riggs, C. S., Billups, S. J., Flores, S., Patel, R. J., Heilmann, R. M., & Milchak, J. L. (2017). Opioid Use for Pain Management After Implementation of a Medicaid Short-Acting Opioid Quantity Limit. J Manag Care Spec Pharm, 23(3), 346–354. https://doi.org/10.18553/jmcp.2017.23.3.346",,,,,,,
Rinaldo_2013,"Rinaldo, S. G., & Rinaldo, D. W. (2013). Availability without accessibility? State Medicaid coverage and authorization requirements for opioid dependence medications. Advancing Access to Addiction Medications: Implications for Opioid Addiction Treatment, 9–71.",,,,,,,
